,symbol,open_alias,close,high,low,change,chg,volume,mktcap
5896,fpay,2.8500,2.8400,2.9400,2.8200,-1.73,-0.0500,155930,60722892
5897,jhmc,52.8613,52.3925,52.8613,52.3800,-0.68,-0.3560,531,60626819
5898,oblg,1.9800,1.9800,2.0100,1.9700,0.00,0.0000,37513,60619775
5899,pyn,10.6000,10.5643,10.6000,10.5643,-0.80,-0.0857,596,60544003
5900,sohoo,13.9900,13.5085,13.9900,12.7600,-3.44,-0.4815,6081,60462006
5901,crkn,4.1200,4.0200,4.2000,3.9600,-0.50,-0.0200,47987,60450380
5902,stg,4.6100,4.4800,4.6100,4.4385,0.00,0.0000,50335,60293632
5903,dwpp,32.6600,32.6566,32.6600,32.5900,-0.64,-0.2090,1205,60270204
5904,vjet,8.4900,8.5700,8.8100,8.3500,1.06,0.0900,14968,60218913
5905,fedu,1.0600,0.9950,1.0600,0.9700,-3.40,-0.0350,206146,46031078
5906,glg,0.6600,0.6031,0.6690,0.6006,-7.63,-0.0498,605926,59998828
5907,hudi,4.0500,4.5700,4.6000,3.8000,5.79,0.2501,256783,59981250
5908,wbif,30.8450,30.4536,30.8490,30.4500,-0.21,-0.0631,2297,59940602
5909,sohon,13.8900,13.6150,14.2100,13.6000,-2.75,-0.3850,5760,59696587
5910,gdma,31.5750,31.4945,31.6000,31.4945,-0.19,-0.0606,2772,59692943
5911,flbl,25.0100,25.0000,25.0500,25.0000,-0.04,-0.0100,15477,59548425
5912,gsst,50.6524,50.6700,50.6700,50.6500,0.00,0.0000,10399,59429170
5913,irl,12.0700,12.2200,12.3250,12.0700,-0.73,-0.0900,13649,59306104
5914,cif,3.0400,3.0700,3.0720,2.9910,0.99,0.0300,35999,59304178
5915,lmnl,2.0300,1.9800,2.0500,1.9500,-1.00,-0.0200,51912,59289086
5916,huge,1.5100,1.4600,1.5100,1.4600,0.00,0.0000,108917,59214999
5917,link,9.2100,8.9639,10.1300,8.7400,0.02,0.0018,2416,59184131
5918,rinf,30.5000,30.4614,30.5200,30.4498,0.27,0.0806,9444,58352771
5919,agba,10.9000,10.9100,10.9100,10.9000,0.18,0.0200,10141,58238780
5920,abvc,2.2100,2.1800,2.2300,2.1400,0.93,0.0200,73391,58165888
5921,mtex,33.3700,30.7100,34.1100,30.4200,-8.05,-2.6900,45900,58123158
5922,pys,24.0000,24.1000,24.1000,23.9500,0.42,0.1000,6242,57840000
5923,bgi,3.1700,3.1500,3.1900,3.0500,1.61,0.0500,59609,57736170
5924,fmy,13.6000,13.7000,13.7807,13.5600,0.22,0.0300,6725,57719675
5925,ewsc,83.3000,82.4035,83.5199,82.4000,-0.45,-0.3759,18538,57682449
5926,btcs,5.6000,5.7500,5.9327,5.5650,4.18,0.2305,121309,57663875
5927,geg,2.1542,2.1400,2.1542,2.1400,-0.93,-0.0200,7066,57479927
5928,tipz,65.6500,65.6500,65.7399,65.6500,-0.03,-0.0200,22069,57392739
5929,sbev,2.0000,1.8800,2.0399,1.8800,-3.59,-0.0700,24684,57382914
5930,lvhi,25.7050,25.7249,25.8100,25.7050,-0.27,-0.0700,2827,57341753
5931,tedu,1.0300,1.0200,1.0500,1.0000,-0.97,-0.0100,221732,57241160
5932,dgly,1.1200,1.1100,1.1400,1.1100,-4.31,-0.0500,418703,57235708
5933,prpo,2.5200,2.5200,2.5800,2.5000,-1.18,-0.0300,93295,57224664
5934,ensc,2.3735,2.3500,2.4600,2.3500,-0.84,-0.0200,174688,57001127
5935,obas,0.0000,10.9200,0.0000,0.0000,0.00,0.0000,28,56961559
5936,pme,0.6802,0.6770,0.7001,0.6636,-5.97,-0.0430,213414,56933000
5937,bioc,3.9100,3.8500,4.1000,3.7600,-1.53,-0.0600,506988,56683388
5938,avdv,64.8300,64.6100,65.1500,64.5700,-0.20,-0.1319,71977,56682094
5939,self,5.3400,5.2900,5.3536,5.2600,-0.56,-0.0300,24706,56648562
5940,ibmn,27.9131,27.8850,27.9131,27.8600,-0.05,-0.0150,1718,56529754
5941,midu,60.3300,59.0600,61.3800,59.0600,-1.62,-0.9700,17836,56496028
5942,onvo,6.4600,6.4800,6.6100,6.4330,0.00,0.0000,22607,56410998
5943,gto,56.3800,56.3600,56.4900,56.3600,-0.18,-0.0998,184609,56360000
5944,arkr,15.8000,15.8600,15.8900,15.8000,0.41,0.0650,3229,56327741
5945,enfr,20.8800,20.6100,20.8800,20.5900,0.44,0.0900,13146,56324244
5946,ttp,25.0000,24.6200,25.3000,24.5801,-1.06,-0.2650,7366,56120009
5947,syn,0.4172,0.4240,0.4260,0.4110,0.24,0.0010,450646,55986036
5948,pnov,30.5300,30.5550,30.5550,30.5300,-0.05,-0.0149,551,55935388
5949,yolo,15.9600,15.8700,16.0150,15.8000,-0.87,-0.1400,74396,55924832
5950,iqdy,30.0800,29.9300,30.1700,29.9100,0.12,0.0360,7744,55904750
5951,wvvip,6.5100,7.3100,7.4900,6.5100,8.30,0.5600,5078,55797961
5952,usdu,25.9600,25.9800,26.0400,25.9200,0.19,0.0500,24638,55689351
5953,virc,3.4500,3.4500,3.4550,3.3987,0.00,0.0000,8471,55551979
5954,hewc,32.5400,32.4458,32.5400,32.4458,0.33,0.1061,291,55243873
5955,dwsn,2.3900,2.3300,2.3900,2.2200,10.95,0.2300,223165,55062560
5956,pfie,1.2390,1.1400,1.2400,1.1300,-4.20,-0.0500,376184,54992469
5957,bon,6.3700,6.6000,6.9000,6.3700,0.15,0.0100,5864,54978000
5958,prnt,35.4000,35.2200,35.7915,35.0600,-0.82,-0.2900,49169,54902415
5959,ntrb,7.2000,7.4000,7.6000,6.7100,10.45,0.7000,861119,54850997
5960,nulg,65.9600,65.7400,66.5790,65.6600,-0.63,-0.4200,577589,54829723
5961,seed,10.0100,9.6100,10.3300,9.3500,-4.19,-0.4200,120878,54790002
5962,cpi,27.4899,27.4550,27.4899,27.4550,-0.01,-0.0038,3032,54751694
5963,baug,31.8050,31.5400,31.8050,31.5400,-0.53,-0.1675,1451,54490869
5964,clir,1.8000,1.7300,1.8600,1.7038,-4.42,-0.0800,86799,54464723
5965,coe,2.4700,2.5300,2.7700,2.3600,3.69,0.0900,979369,54405906
5966,grid,93.2700,92.8700,94.1371,92.8700,-0.68,-0.6400,30590,54379378
5967,icch,16.7500,16.5000,16.7500,16.5000,1.85,0.2999,607,54357039
5968,ifbd,2.1600,2.1500,2.1900,2.1000,-0.46,-0.0100,38329,54287500
5969,gres,30.0500,29.8424,30.1300,29.8424,0.86,0.2550,1685,54182398
5970,wbil,30.5000,30.1432,30.5099,30.1432,-0.08,-0.0232,2553,54147737
5971,daio,6.2500,6.1900,6.2500,6.0500,1.64,0.1000,15659,53354841
5972,idra,1.0100,1.0100,1.0200,1.0000,-0.98,-0.0100,396796,53289668
5973,rmti,0.5685,0.5672,0.5695,0.5504,-0.47,-0.0027,361931,53253784
5974,flhy,26.2600,26.1900,26.3000,26.1900,-0.23,-0.0600,5682,53086318
5975,nuro,8.9000,9.4300,9.5200,8.8000,5.96,0.5300,600209,53080621
5976,aau,0.3915,0.3855,0.3915,0.3800,-0.52,-0.0020,198014,52899000
5977,rvph,3.9800,3.9500,3.9800,3.9300,0.00,0.0000,22481,52886494
5978,plx,1.1800,1.1600,1.2300,1.1400,-12.78,-0.1700,4732197,52845710
5979,driv,27.7700,27.7400,28.1142,27.7200,0.07,0.0200,246001,52706000
5980,jhmh,47.6794,47.5486,47.6794,47.5486,-0.55,-0.2628,487,52665209
5981,job,0.4575,0.4595,0.4651,0.4575,-0.39,-0.0018,462275,52429159
5982,vmar,6.7600,6.5200,6.8100,6.4800,-3.55,-0.2400,8144,52423016
5983,inds,45.2200,45.3400,45.3680,45.0021,0.29,0.1300,21024,52354098
5984,aemd,3.6000,3.4000,3.6500,3.4000,-5.82,-0.2100,303213,52313760
5985,grom,4.5200,4.2700,4.8000,4.0800,-6.97,-0.3200,6013275,52188046
5986,live,35.1000,33.1600,35.1000,32.5900,-8.25,-2.9798,15718,52088988
5987,new,0.5539,0.5950,0.6300,0.5501,6.23,0.0349,1664347,52040724
5988,vs,3.4100,3.4600,3.5846,3.4000,-1.70,-0.0600,29837,51978545
5989,sfun,6.0900,5.7701,6.0900,5.7501,-5.25,-0.3199,3707,51973696
5990,ntwk,4.6470,4.6100,4.7000,4.5800,1.10,0.0500,27103,51932000
5991,idrv,48.7700,48.6100,49.2150,48.6100,-0.21,-0.1000,28603,51908237
5992,vflq,112.0800,110.9300,112.0800,110.9300,0.01,0.0100,507,51830711
5993,sif,8.5300,8.6508,8.6508,8.5300,-0.97,-0.0847,6307,51810765
5994,athe,1.2700,1.2900,1.2900,1.2700,1.57,0.0200,117238,51748000
5995,snax,5.7100,5.7300,6.1110,5.5300,0.70,0.0400,101096,51669249
5996,chnr,1.2200,1.2600,1.2900,1.2100,0.00,0.0000,65911,51594603
5997,clrb,0.8464,0.8444,0.8570,0.8280,-0.59,-0.0050,343853,51593936
5998,ards,3.4500,3.5100,3.5322,3.4038,3.24,0.1100,16006,51556982
5999,nnvc,4.4100,4.4800,4.6900,4.4007,2.52,0.1100,656189,51542400
6000,bbi,0.5965,0.5997,0.6001,0.5780,-0.78,-0.0047,1806676,51523491
6001,qlc,48.4600,47.9286,48.4600,47.9286,0.62,0.2981,395,51523245
6002,ftek,1.7000,1.7000,1.7300,1.6801,-0.58,-0.0100,183494,51448444
6003,grnq,0.6680,0.7600,0.8300,0.6650,11.58,0.0789,8923608,51430720
6004,upc,2.4500,2.3600,2.4500,2.3300,-3.67,-0.0900,64133,51330000
6005,alac,11.4200,11.4200,11.4350,11.4100,0.00,0.0000,38684,51163541
6006,nuhy,24.5300,24.4000,24.5400,24.4000,-0.55,-0.1350,10037,50872316
6007,numg,54.5300,54.0500,54.8016,54.0500,-0.83,-0.4500,15463,50539290
6008,evx,148.1300,147.2654,148.5161,147.2654,-0.16,-0.2331,1401,50515419
6009,auvi,5.3100,5.1900,5.5000,5.0700,-0.19,-0.0100,70494,50422874
6010,gyld,14.9800,14.9300,14.9900,14.9300,-0.27,-0.0400,1468,50183552
6011,tcbs,15.3600,15.4000,15.5000,15.3600,-0.65,-0.1000,9502,50169488
6012,cycc,5.2900,5.4200,5.4600,5.2900,2.26,0.1200,111230,50048876
6013,seac,1.0300,1.0200,1.0300,1.0000,0.99,0.0100,155584,50021058
6014,bwen,2.5500,2.5800,2.6600,2.5200,0.78,0.0200,323801,50013457
6015,acor,4.0800,4.4900,4.7500,4.0800,10.05,0.4100,247842,49947209
6016,bdl,27.0000,26.8169,27.7000,26.8169,-2.27,-0.6231,2449,49843150
6017,mbot,7.1200,7.0100,7.3100,6.9347,-2.23,-0.1600,57999,49828012
6018,bapr,32.0800,32.1098,32.1098,32.0600,-0.39,-0.1248,17860,49796969
6019,mfdx,29.3800,29.2295,29.4424,29.2295,0.72,0.2114,1432,49765883
6020,vrpx,4.3000,4.2400,4.4200,4.1400,-0.47,-0.0200,262692,49672367
6021,ffiu,26.1700,26.1420,26.1700,26.1100,-0.42,-0.1100,477,49669800
6022,cefs,21.5800,21.4614,21.5800,21.3700,0.33,0.0703,3626,49660456
6023,nmtc,3.8500,4.1300,4.1300,3.8500,5.90,0.2300,40990,49562416
6024,nrbo,1.8900,1.8600,1.9600,1.8400,-4.12,-0.0800,482512,49463324
6025,astc,0.9919,1.0000,1.0100,0.9905,0.04,0.0004,421313,49450600
6026,bcda,2.9400,2.9300,3.0000,2.8625,-1.68,-0.0500,16633,49432999
6027,edow,30.8900,30.5152,30.8900,30.5152,-0.49,-0.1500,8060,49398188
6028,adxn,8.8900,8.6800,8.9150,8.6800,-3.66,-0.3300,4540,49360000
6029,goex,28.8174,28.5927,29.0500,28.5927,0.80,0.2290,3340,49320120
6030,mfv,6.8000,6.7500,6.8000,6.7201,0.75,0.0500,10431,49000842
6031,navb,1.7000,1.6200,1.7000,1.6100,-6.95,-0.1210,50392,48864384
6032,pte,0.6003,0.5982,0.6200,0.5951,-3.52,-0.0218,371496,48682952
6033,nete,7.5200,7.5700,7.8228,7.4660,-0.92,-0.0700,84738,48483730
6034,ccnc,1.2300,1.2600,1.3200,1.2100,4.13,0.0500,564728,48421317
6035,pscu,66.3000,66.0429,66.3610,66.0429,-1.85,-1.2471,826,48411096
6036,eudg,32.1600,32.0500,32.2442,32.0500,-0.71,-0.2300,8905,48402422
6037,nail,68.0600,67.8500,69.9800,67.6000,-0.25,-0.1700,255151,48223776
6038,naov,2.0100,2.0000,2.2100,1.8600,17.65,0.3000,35188459,48219268
6039,mdjh,4.1500,4.1300,4.1500,4.1300,-0.96,-0.0400,535,48218642
6040,clro,2.2000,2.1500,2.2400,2.1450,-1.83,-0.0400,77861,48166452
6041,sckt,6.4000,6.7000,6.7900,6.4000,4.69,0.3000,61730,48067227
6042,ainc,15.8850,15.8600,16.6750,15.6300,2.16,0.3350,8487,47940973
6043,mindp,25.4900,25.3800,25.5807,25.2711,0.24,0.0600,5866,47841046
6044,tess,5.4458,5.3700,5.4500,5.3400,-0.56,-0.0300,15992,47771949
6045,ikt,1.8700,1.9000,1.9000,1.8100,3.26,0.0600,100836,47753268
6046,ptbd,26.9000,26.8200,26.9099,26.8100,-0.33,-0.0900,123358,47599519
6047,exn,1.5000,1.4508,1.5200,1.4500,-2.63,-0.0392,23248,47533265
6048,ygmz,3.0500,2.9800,3.1900,2.9800,-2.61,-0.0800,240608,47516996
6049,wyy,5.2500,5.2100,5.2700,5.1000,0.00,0.0000,24378,47499882
6050,jdiv,32.3200,32.1001,32.3659,32.1001,-0.37,-0.1180,3881,47455150
6051,mmit,26.6400,26.6250,26.6400,26.6100,-0.06,-0.0150,15302,47428150
6052,vlon,6.8700,6.9600,7.0399,6.8519,1.61,0.1100,18947,47417338
6053,nvos,1.8000,1.7899,1.8600,1.7701,-1.65,-0.0301,4993,47413300
6054,rcrt,3.4000,3.3700,3.4500,3.3700,-2.32,-0.0800,40327,47383999
6055,bkti,2.8700,2.8179,2.8700,2.7800,-0.68,-0.0194,9356,47300483
6056,fthi,21.8300,21.7520,22.0699,21.7520,-0.77,-0.1680,679,47293220
6057,fidi,20.6500,20.6900,20.8420,20.6500,-0.02,-0.0050,9926,47287615
6058,dffn,0.4700,0.4638,0.4803,0.4500,-3.31,-0.0159,914254,47263065
6059,nudm,31.3600,31.1700,31.4400,31.1700,-0.48,-0.1488,13101,47231994
6060,vfmo,131.8700,130.1057,132.0500,130.1057,-0.01,-0.0168,2031,46955537
6061,dxge,34.8600,34.8700,34.8750,34.8600,-0.32,-0.1131,501,46946073
6062,ipb,30.6000,31.2750,31.9500,30.6000,2.32,0.7106,2150,46912500
6063,rwgv,118.5600,117.6013,118.5600,117.6013,-0.47,-0.5601,833,46879053
6064,fpxi,62.8300,62.4700,63.3200,62.3900,-0.98,-0.6200,58635,46852500
6065,fcef,25.1000,25.0100,25.1700,25.0100,0.10,0.0250,6176,46769925
6066,nvcn,0.6859,0.6920,0.7000,0.6850,-1.26,-0.0088,222841,46768413
6067,ibd,26.0500,25.9700,26.0700,25.9700,-0.26,-0.0686,21477,46746000
6068,rmcf,7.5100,7.6100,7.6240,7.5000,1.47,0.1100,7467,46605846
6069,bxrx,0.5580,0.5516,0.5674,0.5500,-1.50,-0.0084,379840,46556883
6070,aljj,1.1100,1.1000,1.1200,1.0448,0.00,0.0000,17100,46553152
6071,bsqr,2.2200,2.2800,2.3200,2.2200,2.24,0.0500,221120,46347650
6072,ffhg,35.5100,35.5632,35.7424,35.5100,-0.58,-0.2087,7385,46232160
6073,rnxt,5.8000,5.5000,5.8500,5.5000,-3.68,-0.2100,79889,46114013
6074,ewco,38.5908,38.1864,38.5908,38.1864,-1.38,-0.5347,2745,46006898
6075,pmd,8.3500,8.2800,8.5000,8.2500,-1.31,-0.1100,14108,45889680
6076,tctl,32.9700,32.7823,32.9800,32.7823,0.10,0.0334,782,45779137
6077,numv,37.2894,37.1400,37.5800,37.1400,-0.28,-0.1036,18546,45776015
6078,trib,2.2200,2.1900,2.2200,2.1400,-2.23,-0.0500,43090,45774727
6079,acxp,4.1800,4.5100,4.5200,4.0700,10.27,0.4200,43004,45637628
6080,imom,33.1299,33.0525,33.1299,33.0525,-0.29,-0.0966,418,45626960
6081,ante,2.5400,2.5500,2.5900,2.5000,-0.25,-0.0064,13594,45378241
6082,occip,25.5000,25.4784,25.5000,25.4700,0.31,0.0784,1268,45351271
6083,wtt,2.0200,2.0400,2.0792,2.0200,-0.97,-0.0200,7666,45304311
6084,femb,32.5300,32.3498,32.5300,32.2900,-0.25,-0.0802,88831,45289720
6085,vmot,26.5100,26.4700,26.5300,26.4300,-0.30,-0.0800,3295,45263700
6086,dtss,1.9300,1.8900,1.9300,1.8700,-3.08,-0.0600,56793,45191869
6087,mtbcp,29.2700,29.4000,29.4900,28.8200,2.01,0.5800,10139,45158400
6088,spdv,30.3000,30.1541,30.4100,30.1541,-0.32,-0.0959,9034,45038646
6089,fnhc,2.6600,2.5800,2.6699,2.5001,-3.01,-0.0800,57404,45002540
6090,mosy,5.4000,5.1800,5.4406,5.1700,-3.18,-0.1700,282207,44991610
6091,gene,2.9900,2.9200,3.0000,2.9200,-2.01,-0.0600,77615,44900302
6092,alfa,82.8500,82.1178,82.8500,82.1178,-0.26,-0.2182,274,44755186
6093,cyrn,0.4967,0.4982,0.5040,0.4750,-1.74,-0.0088,4259105,44734872
6094,jhmf,53.4100,52.7694,53.4100,52.7694,0.20,0.1058,353,44446926
6095,jzxn,2.1500,2.0700,2.1700,2.0400,-1.90,-0.0400,107348,44353567
6096,tenx,1.7300,1.7500,1.7650,1.7300,0.00,0.0000,23449,44102000
6097,imte,4.5000,4.7200,4.8500,4.4900,2.39,0.1100,44770,44034867
6098,kbnt,3.1400,3.0800,3.1400,3.0500,-1.60,-0.0500,27895,43898932
6099,ucib,21.2500,20.8050,21.2500,20.7800,1.02,0.2100,2088,43839651
6100,utme,5.5500,5.3000,5.5500,5.2000,-3.81,-0.2100,66910,43819302
6101,cyth,6.4700,6.7900,6.7900,6.4700,3.03,0.2000,24729,43715187
6102,sngx,1.1200,1.0900,1.1200,1.0527,4.81,0.0500,865178,43713098
6103,phunw,0.1800,0.1651,0.1800,0.1651,2.90,0.0046,529,43718540
6104,pxi,34.4300,33.5700,34.6559,33.5267,-0.36,-0.1200,80780,43697061
6105,nubd,25.7000,25.6600,25.7000,25.6600,-0.19,-0.0500,20983,43622000
6106,xlsr,45.0700,44.7012,45.0700,44.7012,-0.63,-0.2817,10711,43584653
6107,tirx,3.7900,3.3800,3.7900,3.2700,-5.06,-0.1800,336716,43517500
6108,nulv,38.3000,38.1600,38.5900,38.1500,-0.44,-0.1700,44798,43470994
6109,laix,0.8500,0.8708,0.8800,0.8500,-1.05,-0.0092,62497,43451081
6110,sqft,3.7300,3.7700,3.8262,3.7000,2.17,0.0800,85977,43386528
6111,invo,3.9900,3.7000,3.9920,3.6400,-7.50,-0.3000,58504,43326156
6112,hson,16.0900,16.0700,16.0900,15.9600,-0.12,-0.0200,1189,43227014
6113,pt,1.0000,0.9963,1.0530,0.9600,-0.36,-0.0036,154915,43175556
6114,bsjq,25.6100,25.5500,25.6100,25.5500,-0.16,-0.0400,18500,43164834
6115,cn,41.4600,41.0673,41.4600,41.0673,-0.17,-0.0709,281,43110316
6116,bgrn,54.4700,54.4500,54.4890,54.4400,-0.26,-0.1400,7057,43109099
6117,hscz,36.5731,36.4975,36.6900,36.4975,0.07,0.0238,7623,43068290
6118,baos,1.4600,1.4700,1.5275,1.4100,0.68,0.0100,73137,43013352
6119,hgsh,1.6400,1.6700,1.7100,1.6310,0.00,0.0000,16380,42781737
6120,jcpb,54.1800,54.1150,54.2200,54.0501,-0.31,-0.1667,36441,42773740
6121,ndp,23.3100,23.1400,23.6100,23.0400,0.26,0.0600,13060,42716440
6122,ovb,25.8100,25.6184,25.8100,25.5751,-0.29,-0.0745,8649,42396966
6123,ovl,37.8000,37.3918,37.8000,37.3918,-0.37,-0.1381,6848,42389625
6124,klxe,4.9000,4.7700,5.1999,4.7400,2.58,0.1200,774726,42357008
6125,wisa,2.6800,2.7700,3.1800,2.6654,2.21,0.0600,1095058,42330583
6126,tectp,0.0000,10.4400,0.0000,0.0000,0.00,0.0000,10,42299330
6127,dmrs,56.3000,57.1150,58.2600,56.3000,0.20,0.1158,7095,42295656
6128,slrx,0.9400,0.9420,0.9510,0.9355,-0.83,-0.0079,133672,42181627
6129,plin,0.9820,1.0200,1.0300,0.9700,3.87,0.0380,31991,42142974
6130,io,1.4400,1.4100,1.4600,1.4000,0.00,0.0000,247024,41788876
6131,anpc,2.9700,2.9600,3.0200,2.9400,0.68,0.0200,21764,41776256
6132,cnet,1.2300,1.1800,1.2300,1.1550,-4.84,-0.0600,1031197,41692583
6133,fsi,3.3000,3.3700,3.3900,3.2700,0.90,0.0300,9897,41542819
6134,sino,2.4700,2.5700,2.6300,2.3602,3.21,0.0800,299778,41510930
6135,gainn,25.8200,25.7660,25.8200,25.7500,-0.29,-0.0740,1555,41483260
6136,soho,2.4800,2.4800,2.5293,2.4300,0.40,0.0100,40164,41460640
6137,envb,1.9700,1.9300,2.0200,1.8901,0.00,0.0000,1292028,41364999
6138,iuss,38.9400,38.2300,38.9400,38.2300,-0.52,-0.1990,2098,41273337
6139,flch,27.6300,27.2500,27.6600,27.2500,-0.28,-0.0774,15775,41198403
6140,evok,1.2300,1.2700,1.2900,1.2300,0.79,0.0100,56742,41198012
6141,sql,3.5600,3.5200,3.7900,3.5100,-2.22,-0.0800,679003,41174999
6142,apwc,2.9900,2.9362,2.9900,2.9000,-0.13,-0.0038,4164,40577312
6143,pati,11.9500,11.9100,11.9600,11.7946,0.59,0.0700,973,40519606
6144,pulm,0.7271,0.7202,0.7480,0.7120,-1.88,-0.0138,234873,40510599
6145,cnxt,50.2900,50.2744,50.5400,50.2744,-1.43,-0.7277,3929,40474260
6146,wiz,35.2000,34.8988,35.2600,34.8988,0.50,0.1752,458,40444114
6147,iigv,27.2200,27.1986,27.2200,27.1986,-0.13,-0.0367,803,40396176
6148,cpix,2.7300,2.7100,2.7650,2.7100,-2.87,-0.0800,9857,40323716
6149,creg,5.9300,6.0700,6.1700,5.9300,1.68,0.1000,32025,40267360
6150,metx,0.3130,0.3078,0.3178,0.3030,-1.06,-0.0033,16547380,40122387
6151,viri,4.9490,4.8100,4.9490,4.7500,-4.28,-0.2150,21386,40069175
6152,utsi,1.1300,1.1050,1.1700,1.1050,-3.91,-0.0450,18403,39981220
6153,bjan,36.4400,36.3350,36.5000,36.3200,-0.19,-0.0686,6358,39940195
6154,ciz,33.3870,33.2527,33.3885,33.2527,-0.35,-0.1160,725,39903240
6155,cspi,9.0536,9.0999,9.0999,9.0497,2.13,0.1899,949,39834502
6156,qk,0.7211,0.6927,0.7770,0.6603,-7.65,-0.0574,160149,39818397
6157,esp,14.6300,14.7300,14.7352,14.5192,0.55,0.0800,1956,39809784
6158,ecns,50.3100,49.7514,50.6000,49.4600,-0.82,-0.4150,24728,39801120
6159,kars,47.0000,46.9200,47.4600,46.8000,0.41,0.1900,34195,39783937
6160,sgma,9.3200,9.2850,9.4899,9.1800,-0.38,-0.0350,65954,39781675
6161,indp,7.6700,7.3500,7.7300,7.3300,-4.30,-0.3300,210854,39733879
6162,calf,43.2600,42.9800,43.6400,42.9800,-0.56,-0.2400,116777,39717989
6163,pbbk,13.7200,14.3000,14.3000,13.7200,4.61,0.6300,286,39714675
6164,tayd,11.2000,11.2935,11.4452,11.2000,0.39,0.0435,3216,39490715
6165,cuen,2.6900,2.6400,2.7226,2.6200,-1.86,-0.0500,40688,39324648
6166,xshq,37.6000,37.3928,37.6000,37.3928,-0.45,-0.1682,758,39242733
6167,ycs,80.4500,80.7725,80.7725,80.3600,1.95,1.5469,4743,39209879
6168,ewgs,79.2500,79.2990,79.2990,79.1600,-0.27,-0.2124,353,39200033
6169,shag,50.9789,50.8150,50.9789,50.7025,-0.23,-0.1150,5805,39119978
6170,uncy,2.6700,2.6900,2.7500,2.6200,0.75,0.0200,53374,39026789
6171,ufab,3.3100,3.3200,3.3700,3.2100,0.61,0.0200,43907,38954001
6172,olb,4.1300,4.4800,4.5600,4.1300,9.80,0.4000,660820,38942319
6173,fbrx,2.7100,2.7600,2.9050,2.6900,1.47,0.0400,922959,38858197
6174,dwus,37.8700,37.4897,37.9100,37.4897,-0.65,-0.2469,3048,38850088
6175,qsy,60.7000,60.5015,60.7980,60.5015,0.11,0.0642,2834,38817217
6176,qumu,2.3400,2.2000,2.3700,2.1600,-5.98,-0.1400,244117,38809632
6177,abio,2.6800,2.6900,2.7400,2.6800,-0.74,-0.0200,63678,38763284
6178,rpar,24.4300,24.3500,24.4750,24.3400,-0.25,-0.0600,77024,38672499
6179,idw,2.8100,2.9800,3.0800,2.8100,2.05,0.0600,14780,38634001
6180,pnbk,9.7800,9.7700,9.8905,9.7600,0.00,0.0000,7573,38565003
6181,asrt,0.8582,0.8631,0.8800,0.8560,-0.45,-0.0039,201978,38402855
6182,jets,23.8500,23.8000,24.2500,23.7400,-0.75,-0.1800,7532488,38357365
6183,fumb,20.1700,20.1650,20.1700,20.1600,-0.02,-0.0050,10186,38317190
6184,clix,69.0700,68.2318,69.0700,68.2318,-0.54,-0.3681,6727,38214857
6185,zcmd,1.5500,1.6200,1.6200,1.5422,1.89,0.0300,31100,38204999
6186,atif,4.1500,4.1700,4.2800,4.1500,0.48,0.0200,27052,38202996
6187,meds,4.7400,4.6800,4.7700,4.6501,-1.89,-0.0900,16777,38195632
6188,redu,0.6500,0.6748,0.7047,0.6301,1.17,0.0078,264811,38114664
6189,lead,54.5001,54.0681,54.5001,54.0681,0.09,0.0497,467,38106710
6190,rnaz,2.7300,2.9500,3.0000,2.6500,7.27,0.2000,520862,38068493
6191,lexx,6.6200,6.6400,6.7000,6.5908,0.91,0.0600,27644,38025002
6192,grf,9.2843,9.3485,9.3485,9.2843,0.96,0.0885,787,37947618
6193,ezgo,2.8900,2.8300,3.0800,2.8300,-1.05,-0.0300,385661,37929363
6194,aatc,6.9000,7.0600,7.0799,6.9000,2.32,0.1600,16909,37892333
6195,igbh,25.1500,25.2400,25.2500,25.1500,0.52,0.1300,67045,37860000
6196,jupw,1.7000,1.6500,1.7200,1.5900,-0.60,-0.0100,686778,37830317
6197,eyld,35.5800,35.5211,35.7904,35.3300,0.06,0.0211,6313,37808978
6198,chci,4.4700,4.5400,4.6230,4.4700,0.89,0.0400,9166,37771351
6199,evk,2.6350,2.5500,2.6600,2.5400,0.79,0.0200,14294,37767183
6200,nuem,34.2801,33.9800,34.3150,33.9800,-0.70,-0.2386,6373,37660000
6201,dwaw,36.1800,35.7800,36.1800,35.7800,-0.79,-0.2855,4373,37635693
6202,ujul,27.1000,27.0730,27.1090,27.0400,-0.02,-0.0044,7862,37604586
6203,crak,30.5800,30.3946,30.8000,30.3946,0.65,0.1964,4364,37603864
6204,ispc,5.5200,5.4300,5.5750,5.3100,-3.55,-0.2000,19508,37589880
6205,adtx,1.7700,1.7800,1.8700,1.7100,0.56,0.0100,1956894,37541864
6206,susb,25.9000,25.8800,25.9100,25.8700,-0.15,-0.0400,100251,37526000
6207,xmhq,77.4900,76.6106,77.8280,76.5546,-1.10,-0.8523,6860,37483268
6208,oilk,63.0600,62.7500,63.1800,62.7290,1.23,0.7600,19599,37483022
6209,wave,7.0000,6.7500,7.6955,6.7500,-0.88,-0.0600,48123,37458146
6210,eeiq,4.1600,4.2400,4.4500,4.0400,3.41,0.1400,491046,37446484
6211,hylv,24.9916,24.9291,24.9999,24.9291,-0.16,-0.0400,2511,37393650
6212,puls,49.6500,49.6400,49.6500,49.6400,-0.01,-0.0050,102299,37230000
